#architect_id	architectJa	architectEn	architectJa_cleaned	architectEn_cleaned
9067	宇野享／Can|土井一秀建築設計事務所	SUSUMU UNO／CAN|KAZUHIDE DOI ARCHITECTS	宇野享／CAN|土井一秀建築設計事務所	SUSUMU UNO/CAN|KAZUHIDE DOI ARCHITECTS
9069	須部恭浩＋姉歯景介／三菱地所設計	MITSUBISHI JISHO SEKKEI	須部恭浩＋姉歯景介／三菱地所設計	MITSUBISHI JISHO SEKKEI
9071	日建設計|戸田建設一級建築士事務所|設計共同体	NIKKEN SEKKEI| TODA CORPORATION ARCHITECTURAL DESIGN DIVISION|JV	日建設計|戸田建設|設計共同体	NIKKEN SEKKEI| TODA CORPORATION ARCHITECTURAL DESIGN DIVISION|JV
9072	Serie Architects|ibda design	SERIE ARCHITECTS|IBDA DESIGN	SERIE ARCHITECTS|IBDA DESIGN	SERIE ARCHITECTS|IBDA DESIGN
9076	納谷建築設計事務所	NAYA ARCHITECTS	納谷建築設計事務所	NAYA ARCHITECTS
9077	成瀬・猪熊建築設計事務所|a round architects	NARUSE+INOKUMA ARCHITECTS| A ROUND ARCHITECTS	成瀬・猪熊建築設計事務所|A ROUND ARCHITECTS	NARUSE+INOKUMA ARCHITECTS| A ROUND ARCHITECTS
9078	サフディ・アーキテクツ|RSPアーキテクツ・エンジニアーズ|ウォー・ハップ|大林シンガポール	SAFDIE ARCHITECTS| RSP ARCHITECTS PLANNERS & ENGINEERS　|　WOH HUP | OBAYASHI JOINT VENTURE	サフディ・アーキテクツ|RSP ARCHITECTS PLANNERS & ENGINEERS|ウォー・ハップ|大林シンガポール	SAFDIE ARCHITECTS| RSP ARCHITECTS PLANNERS & ENGINEERS | WOH HUP | OBAYASHI JOINT VENTURE
9082	小嶋一浩＋赤松佳珠子＋大村真也／CAt	KAZUHIRO KOJIMA＋KAZUKO AKAMATSU＋SHINYA OMURA/CAt	小嶋一浩＋赤松佳珠子＋大村真也／CAT	KAZUHIRO KOJIMA+KAZUKO AKAMATSU+SHINYA OMURA/CAT
9086	内藤・安藤アーク甲斐設計共同企業体	NAITO ARCHITECT & ASSOCIATES	内藤・安藤アーク甲斐設計共同企業体	NAITO ARCHITECT & ASSOCIATES
9087	坂村健＋INIAD スマートアーキテクチャ・デザインチーム|都市再生機構	INIAD|UR	坂村健＋INIAD スマートアーキテクチャ・デザインチーム|都市再生機構	INIAD|UR
9088	光井純アンドアソシエーツ建築設計事務所|熊谷組|ZGFアーキテクツ	JUN MITSUI & ASSOCIATES| KUMAGAI GUMI| ZGF ARCHITECTS LLP	光井純アンドアソシエーツ建築設計事務所|熊谷組|ZGFアーキテクツ	JUN MITSUI & ASSOCIATES| KUMAGAI GUMI| ZGF ARCHITECTS LLP
9089	西野一義＋稲田菜穂子／イッカ建築設計事務所	KAZUYOSHI NISHINO＋NAHOKO INADA／IKKA ARCHITECTS	西野一義＋稲田菜穂子／イッカ建築設計事務所	KAZUYOSHI NISHINO+NAHOKO INADA/IKKA ARCHITECTS
9090	篠崎弘之建築設計事務所	HIROYUKI SHIOZAKI & ASSOCIATES, ARCHITECTS	篠崎弘之建築設計事務所	HIROYUKI SHIOZAKI & ASSOCIATES, ARCHITECTS
9091	伊藤博之建築設計事務所 柴田宗紀	HIROYUKI ITO ARCHITECTS|	伊藤博之建築設計事務所 柴田宗紀	HIROYUKI ITO ARCHITECTS|
9092	三家大地建築設計事務所|FLOOAT	TAICHI MITSUYA & ASSOCIATES|FLOOAT	三家大地建築設計事務所|FLOOAT	TAICHI MITSUYA & ASSOCIATES|FLOOAT
9093	y＋M design office|澤村	Y＋M DESIGN OFFICE | SAWAMURA	Y＋M DESIGN OFFICE|澤村	Y+M DESIGN OFFICE | SAWAMURA
9095	大月敏雄／東京大学|齋藤隆太郎／DOG|佐藤晴男／佐藤設計	TOSHIO OTSUKI ／ THE UNIVERSITY OF TOKYO|RYUTARO SAITO／DOG|HARUO SATO／SATO SEKKEI　	大月敏雄／東京大学|齋藤隆太郎／DOG|佐藤晴男／佐藤設計	TOSHIO OTSUKI / THE UNIVERSITY OF TOKYO|RYUTARO SAITO/DOG|HARUO SATO/SATO SEKKEI 
9097	八木敦司＋久原裕／スタジオ・クハラ・ヤギ|team Timberize|	STUDIO KUHARA YAGI|TEAM TIMBERLISE	八木敦司＋久原裕／スタジオ・クハラ・ヤギ|TEAM TIMBERIZE|	STUDIO KUHARA YAGI|TEAM TIMBERLISE
9098	本橋良介＋三木達郎／MMAAA	RYOSUKE MOTOHASHI ＋ TATSUHIRO MIKI／MMAAA	本橋良介＋三木達郎／MMAAA	RYOSUKE MOTOHASHI + TATSUHIRO MIKI/MMAAA
9101	進藤強／ビーフンデザイン|千葉健史／プラグ建築研究所	BE-FUN DESIGN | PLUG ARCHITECTS	進藤強／ビーフンデザイン|千葉健史／プラグ建築研究所	BE-FUN DESIGN | PLUG ARCHITECTS
9102	古谷デザイン建築設計事務所	FURUYA DESIGN ARCHITECT OFFICE	古谷デザイン建築設計事務所	FURUYA DESIGN ARCHITECT OFFICE
9104	Agraff|石井大五	AGRAFF|DAIGO ISHII	AGRAFF|石井大五	AGRAFF|DAIGO ISHII
9105	木村松本建築設計事務所|小松一平建築設計事務所	KIMURAMATSUMOTO ARCHITECTS|IPPEI KOMATSU ARCHITECTS	木村松本建築設計事務所|小松一平建築設計事務所	KIMURAMATSUMOTO ARCHITECTS|IPPEI KOMATSU ARCHITECTS
9106	安井建築設計事務所	YASUI ARCHITECTS & ENGINEERS	安井建築設計事務所	YASUI ARCHITECTS & ENGINEERS
9108	坂牛卓＋O.F.D.A.|東京理科大学坂牛研究室	TAK SAKAUSHI＋O.F.D.A.　|　TOKYO UNIVERSITY OF SCIENCE TAKU SAKAUSHI LABOLATORY	坂牛卓＋O.F.D.A.|東京理科大学坂牛研究室	TAK SAKAUSHI+O.F.D.A. | TOKYO UNIVERSITY OF SCIENCE TAKU SAKAUSHI LABOLATORY
9109	塚田修大建築設計事務所	NOBUHIRO TSUKADA ARCHITECTS　	塚田修大建築設計事務所	NOBUHIRO TSUKADA ARCHITECTS 
9110	日建設計／羽鳥達也＋加瀬美和子＋松井一哲	NIKKEN SEKKEI	日建設計／羽鳥達也＋加瀬美和子＋松井一哲	NIKKEN SEKKEI
9113	石本建築事務所|竹中工務店	ISHIMOTO ARCHITECTURAL & ENGINEERING FIRM（BASIC DESIGN）　|　TAKENAKA CORPORATION（DESIGN DEVELOPMENT）	石本建築事務所|竹中工務店	ISHIMOTO ARCHITECTURAL & ENGINEERING FIRM(BASIC DESIGN) | TAKENAKA CORPORATION(DESIGN DEVELOPMENT)
9114	佐藤総合計画|戸田建設一級建築士事務所	AXS SATOW| TODA CORPORATION ARCHITECTURAL DESIGN DIVISION	佐藤総合計画|戸田建設	AXS SATOW| TODA CORPORATION ARCHITECTURAL DESIGN DIVISION
9117	藤本壮介建築設計事務所|Nicolas Laisné|Dimitri Roussel|OXO Architectes	SOU FUJIMOTO ARCHITECTS　|NICOLAS LAISNÉ　|DIMITRI ROUSSEL　|OXO ARCHITECTES	藤本壮介建築設計事務所|NICOLAS LAISNÉ|DIMITRI ROUSSEL|OXO ARCHITECTES	SOU FUJIMOTO ARCHITECTS |NICOLAS LAISNÉ |DIMITRI ROUSSEL |OXO ARCHITECTES
9118	西沢立衛建築設計事務所|華東建筑設計研究院有限公司現代都市建筑設計院	OFFICE OF RYUE NISHIZAWA　|EAST CHINA ARCHITECTURAL DESIGN & RESEARCH INSTITUTE	西沢立衛建築設計事務所|華東建筑設計研究院有限公司現代都市建筑設計院	OFFICE OF RYUE NISHIZAWA |EAST CHINA ARCHITECTURAL DESIGN & RESEARCH INSTITUTE
9120	日建設計／高橋秀通＋勝矢武之＋大庭拓也＋高橋恵多|清水建設／石原政幸＋長嶺博＋石川慎一郎＋鈴木康二郎	NIKKEN SEKKEI|　SHIMIZU CORPORATION	日建設計／高橋秀通＋勝矢武之＋大庭拓也＋高橋恵多|清水建設／石原政幸＋長嶺博＋石川慎一郎＋鈴木康二郎	NIKKEN SEKKEI| SHIMIZU CORPORATION
9121	久米設計|竹中工務店	KUME SEKKEI| TAKENAKA CORPORATION	久米設計|竹中工務店	KUME SEKKEI| TAKENAKA CORPORATION
9122	東京都財務局建築保全部オリンピック・パラリンピック施設整備課|山下設計|丹下都市建築設計|Arup|大林・東光・エルゴ・東熱異業種特定建設共同企業体|昭和設計	TOKYO METROPOLITAN GOVERNMENT|YAMASHITA SEKKEI|TANGE ASSOCIATES|ARUP|OBAYASHI CORPORATION+TOKO ELECTRICAL CONSTRUCTION+ERGOTECH+TONETS CORPORATION JV|SHOWA SEKKEI	東京都財務局建築保全部オリンピック・パラリンピック施設整備課|山下設計|丹下都市建築設計|ARUP|大林・東光・エルゴ・東熱異業種特定建設共同企業体|昭和設計	TOKYO METROPOLITAN GOVERNMENT|YAMASHITA SEKKEI|TANGE ASSOCIATES|ARUP|OBAYASHI CORPORATION+TOKO ELECTRICAL CONSTRUCTION+ERGOTECH+TONETS CORPORATION JV|SHOWA SEKKEI
9124	櫻井潔／ETHNOS	ETHNOS	櫻井潔／ETHNOS	ETHNOS
9125	三菱地所設計|ランドスケープ・プラス|共同企業体	MITSUBISHI JISHO SEKKEI| LANDSCAPE PLUS|JV	三菱地所設計|ランドスケープ・プラス|共同企業体	MITSUBISHI JISHO SEKKEI| LANDSCAPE PLUS|JV
9126	手塚貴晴＋手塚由比／手塚建築研究所|日建設計／西岡理郎 坂本隆之|清水建設／藤本裕之 嶋田将吾	TAKAHARU TEZUKA＋YUI TEZUKA／TEZUKA ARCHITECTS| NIKKEN SEKKEI| SHIMIZU CORPORATION|	手塚貴晴＋手塚由比／手塚建築研究所|日建設計／西岡理郎 坂本隆之|清水建設／藤本裕之 嶋田将吾	TAKAHARU TEZUKA+YUI TEZUKA/TEZUKA ARCHITECTS| NIKKEN SEKKEI| SHIMIZU CORPORATION|
9129	原田真宏＋原田麻魚／MOUNT FUJI ARCHITECTS STUDIO|リアム・ギリック	MASAHIRO HARADA＋MAO／MOUNT FUJI ARCHITECTS STUDIO| LIAM GILLICK	原田真宏＋原田麻魚／MOUNT FUJI ARCHITECTS STUDIO|リアム・ギリック	MASAHIRO HARADA+MAO/MOUNT FUJI ARCHITECTS STUDIO| LIAM GILLICK
9130	青木淳建築計画事務所|長谷川豪建築設計事務所|ジョナサン・モンク|オーノJAPAN	JUN AOKI & ASSOCIATES|　GO HASEGAWA AND ASSOCIATES|JONATHAN MONK　|OHNO JAPAN	青木淳建築計画事務所|長谷川豪建築設計事務所|ジョナサン・モンク|オーノJAPAN	JUN AOKI & ASSOCIATES| GO HASEGAWA AND ASSOCIATES|JONATHAN MONK |OHNO JAPAN
9134	益子アトリエ	MASKO ATERIER	益子アトリエ	MASKO ATERIER
9135	吉田周一郎／shushi architects	SHUICHIRO YOSHIDA/SHUSHI ARCHITECTS	吉田周一郎／SHUSHI ARCHITECTS	SHUICHIRO YOSHIDA/SHUSHI ARCHITECTS
9138	松沢一応事務所	ICHIO MATSUZAWA OFFICE	松沢一応事務所	ICHIO MATSUZAWA OFFICE
9141	妹島和世建築設計事務所|明るい部屋|あかるい建築計画|松沢一応事務所	KAZUYO SEJIMA AND ASSOCIATES　|AKARUIHEYA　|AKARUI.CO.JP　|ICHIO MATSUZAWA OFFICE	妹島和世建築設計事務所|明るい部屋|あかるい建築計画|松沢一応事務所	KAZUYO SEJIMA AND ASSOCIATES |AKARUIHEYA |AKARUI.CO.JP |ICHIO MATSUZAWA OFFICE
9142	妹島和世建築設計事務所|明るい部屋|松沢一応事務所|近藤哲雄建築設計事務所|西沢立衛建築設計事務所	KAZUYO SEJIMA AND ASSOCIATES|AKARUIHEYA＋AKARUI.CO.JP|ICHIO MATSUZAWA OFFICE|TETSUO KONDO ARCHITECS|　OFFICE OF RYUE NISHIZAWA	妹島和世建築設計事務所|明るい部屋|松沢一応事務所|近藤哲雄建築設計事務所|西沢立衛建築設計事務所	KAZUYO SEJIMA AND ASSOCIATES|AKARUIHEYA+AKARUI.CO.JP|ICHIO MATSUZAWA OFFICE|TETSUO KONDO ARCHITECS| OFFICE OF RYUE NISHIZAWA
9143	山下設計|ドーコン|栗生総合計画事務所|設計共同体	YAMASHITA SEKKEI|DOCON|A.KURYU ARCHITECT & ASSOCIATES|JV	山下設計|ドーコン|栗生総合計画事務所|設計共同体	YAMASHITA SEKKEI|DOCON|A.KURYU ARCHITECT & ASSOCIATES|JV
9144	プレック研究所|内藤廣建築設計事務所|設計共同体	PREC INSTITUTE|NAITO ARCHITECT & ASSOCIATES|JV	プレック研究所|内藤廣建築設計事務所|設計共同体	PREC INSTITUTE|NAITO ARCHITECT & ASSOCIATES|JV
9146	水谷智充／千代田コンサルタント|落合正行／日本大学|杉本将平／ PEA...／落合建築設計事務所	TOMOMITSU MIZUTANI／CHIYODA ENGINEERING CONSULTANTS | MASAYUKI OCHIAI／NIHON UNIVERSITY| SHOHEI SUGIMOTO／PEA.../OCHIAI ARCHITECTS	水谷智充／千代田コンサルタント|落合正行／日本大学|杉本将平／ PEA...／落合建築設計事務所	TOMOMITSU MIZUTANI/CHIYODA ENGINEERING CONSULTANTS | MASAYUKI OCHIAI/NIHON UNIVERSITY| SHOHEI SUGIMOTO/PEA.../OCHIAI ARCHITECTS
9147	田邉雄之建築設計事務所	YUJI TANABE ARCHITECTS	田邉雄之建築設計事務所	YUJI TANABE ARCHITECTS
9150	坂茂建築設計 |片山正通／ワンダーウォール|田村奈穂|槇総合計画事務所|坂倉建築研究所|安藤忠雄建築研究所|	SHIGERU BAN ARCHITECTS|WONDERWALL|TAMURA NAO|MAKI AND ASSOCIATES|SAKAKURA ASSOCIATES ARCHITECTS AND ENGINEERS|TADAO ANDO ARCHITECT & ASSOCIATES	坂茂建築設計|片山正通／ワンダーウォール|田村奈穂|槇総合計画事務所|坂倉建築研究所|安藤忠雄建築研究所|	SHIGERU BAN ARCHITECTS|WONDERWALL|TAMURA NAO|MAKI AND ASSOCIATES|SAKAKURA ASSOCIATES ARCHITECTS AND ENGINEERS|TADAO ANDO ARCHITECT & ASSOCIATES
9153	光嶋裕介建築設計事務所	YUSUKE KOSHIMA ARCHITECTURE STUDIO	光嶋裕介建築設計事務所	YUSUKE KOSHIMA ARCHITECTURE STUDIO
9154	関・空間設計|生物建築舎|設計共同体	SEKI KUKAN SEKKEI |IKIMONOARCHITECTS|JV	関・空間設計|生物建築舎|設計共同体	SEKI KUKAN SEKKEI |IKIMONOARCHITECTS|JV
9155	前田圭介／ UID	KEISUKE MAEDA／UID	前田圭介／ UID	KEISUKE MAEDA/UID
9158	東日本旅客鉄道|JR東日本建築設計	EAST JAPAN RAILWAY COMPANY|JR EAST DESIGN CORPORATION	東日本旅客鉄道|ジェイアール東日本建築設計事務所	EAST JAPAN RAILWAY COMPANY|JR EAST DESIGN CORPORATION
9159	オー・エヌ・オー大野設計|東武鉄道|ユナイテッドデザイン|鹿島建設|東日本総合計画|ジェイアール総研エンジニアリング	ONO Architect & Engineering|TOBU RAILWAY|UNITED DESIGN|KAJIMA|TOLEX|JR SOKEN ENGINEERING	オー・エヌ・オー大野設計|東武鉄道|ユナイテッドデザイン|鹿島建設|東日本総合計画|ジェイアール総研エンジニアリング	ONO ARCHITECT & ENGINEERING|TOBU RAILWAY|UNITED DESIGN|KAJIMA|TOLEX|JR SOKEN ENGINEERING
9160	大西康隆＋オンデザイン|スキーマ建築計画	ONDESIGN |SCHEMATA ARCHITECTS	大西康隆＋オンデザイン|スキーマ建築計画	ONDESIGN |SCHEMATA ARCHITECTS
9162	湯浅友絵＋萬玉直子＋オンデザイン|DAISHIZEN	ONDESIGN PARTNERS |DAISHIZEN	湯浅友絵＋萬玉直子＋オンデザイン|DAISHIZEN	ONDESIGN PARTNERS |DAISHIZEN
9163	日建設計|KAJIMA DESIGN|スキッドモア・オーウィングズ・アンド・メリル（SOM）|小林・槇デザインワークショップ	NIKKEN SEKKEI| KAJIMA DESIGN| SKIDMORE, OWINGS & MERRILL| KOBAYASHI MAKI DESIGN WORKSHOP	日建設計|KAJIMA DESIGN|スキッドモア・オーウィングズ・アンド・メリル（SOM）|小林・槇デザインワークショップ	NIKKEN SEKKEI| KAJIMA DESIGN| SKIDMORE, OWINGS & MERRILL| KOBAYASHI MAKI DESIGN WORKSHOP
9165	三菱地所ホーム|ORDER GRAN設計室|スタジオ・クハラ・ヤギ|KAP	MITSUBISHI ESTATE HOME |ORDER GRAN DESIGN ROOM | STUDIO-KUHARA-YAGI | KAP	三菱地所ホーム|ORDER GRAN設計室|スタジオ・クハラ・ヤギ|KAP	MITSUBISHI ESTATE HOME |ORDER GRAN DESIGN ROOM | STUDIO-KUHARA-YAGI | KAP
9166	伊原慶＋和久田幸佑／ TA＋A＋和久田幸佑建築設計事務所|三愛設計|設計共同体	TA＋A ＋ WAKUDA ARCHITECTS | SANAI ARCHITECTS |JV	伊原慶＋和久田幸佑／ TA＋A＋和久田幸佑建築設計事務所|三愛設計|設計共同体	TA+A + WAKUDA ARCHITECTS | SANAI ARCHITECTS |JV
9167	西澤高男＋山代悟＋ビルディングランドスケープ	BUILDINGLANDSCAPE	西澤高男＋山代悟＋ビルディングランドスケープ	BUILDINGLANDSCAPE
9172	IKDS	s: IKEDA KOKUBUN DESIGN STUDIO	IKDS	S: IKEDA KOKUBUN DESIGN STUDIO
9174	樫原徹建築設計事務所	TORU KASHIHARA ARCHITECTS	樫原徹建築設計事務所	TORU KASHIHARA ARCHITECTS
9175	VUILD	VUILD	VUILD	VUILD
9177	Helin & Co	HELIN & CO	HELIN & CO	HELIN & CO
9179	JR東日本建築設計	JR-EAST DESIGN CORPORATION|	ジェイアール東日本建築設計事務所	JR-EAST DESIGN CORPORATION|
9180	KAJIMA DESIGN|久米設計|長谷工コーポレーション	KAJIMA DESIGN |KUME SEKKEI |HASEKO CORPORATION	KAJIMA DESIGN|久米設計|長谷工コーポレーション	KAJIMA DESIGN |KUME SEKKEI |HASEKO CORPORATION
9181	UAo	URBAN ARCHITECURE OFFICE	UAO	URBAN ARCHITECURE OFFICE
9184	SPEAC／宮部浩幸＋吉村淳|三菱地所設計|Claesson Koivisto Rune|ADX	SPEAC |MITSUBISHI-JISHO-SEKKEI |CLAESSON KOIVISTO RUNE |ADX	SPEAC／宮部浩幸＋吉村淳|三菱地所設計|CLAESSON KOIVISTO RUNE|ADX	SPEAC |MITSUBISHI-JISHO-SEKKEI |CLAESSON KOIVISTO RUNE |ADX
9185	武蔵野市|水谷俊博建築設計事務所|相和技術研究所	MUSASHINO CITY|TOSHIHIRO MIZUTANI ARCHITECTS|SOWA ARCHITECTS&ENGINEERS	武蔵野市|水谷俊博建築設計事務所|相和技術研究所	MUSASHINO CITY|TOSHIHIRO MIZUTANI ARCHITECTS|SOWA ARCHITECTS&ENGINEERS
9188	大成建設関西支店一級建築士事務所	TAISEI DESIGN PLANNERS ARCHITECTS & ENGINEERS	大成建設	TAISEI DESIGN PLANNERS ARCHITECTS & ENGINEERS
9189	山下設計|プレイスメディア	YAMASHITA SEKKEI| PLACEMEDIA	山下設計|プレイスメディア	YAMASHITA SEKKEI| PLACEMEDIA
9190	CIC|小堀哲夫建築設計事務所	CIC|TETSUO KOBORI ARCHITECTS	CIC|小堀哲夫建築設計事務所	CIC|TETSUO KOBORI ARCHITECTS
9191	三菱地所設計／小西隆文＋住谷覚＋李一純	MITSUBISHI JISHO SEKKEI	三菱地所設計／小西隆文＋住谷覚＋李一純	MITSUBISHI JISHO SEKKEI
9192	妹島和世建築設計事務所|竹中工務店	KAZUYO SEJIMA & ASSOCIATES| TAKENAKA CORPORATION	妹島和世建築設計事務所|竹中工務店	KAZUYO SEJIMA & ASSOCIATES| TAKENAKA CORPORATION
9193	梓・安井・PCPJ・東京国際空港第 2 ターミナル国際線施設設計監理共同企業体	AZUSA+YASUI+PCPJ JOINT VENTURE	梓・安井・PCPJ・東京国際空港第 2 ターミナル国際線施設設計監理共同企業体	AZUSA+YASUI+PCPJ JOINT VENTURE
9195	交建設計|東鉄工業|AE|SUPERBALL|吉田裕一建築設計事務所	KOKEN ARCHITECTS| TOTETSU KOGYO| AE|　 SUPERBALL| YUICHI YOSHIDA & ASSOCIATES	交建設計|東鉄工業|AE|SUPERBALL|吉田裕一建築設計事務所	KOKEN ARCHITECTS| TOTETSU KOGYO| AE|  SUPERBALL| YUICHI YOSHIDA & ASSOCIATES
9196	日本設計／山﨑彰夫＋井上信次郎＋畑江未央＋高増拓実|三菱地所設計	NIHON SEKKEI| MITSUBISHI JISHO SEKKEI	日本設計／山﨑彰夫＋井上信次郎＋畑江未央＋高増拓実|三菱地所設計	NIHON SEKKEI| MITSUBISHI JISHO SEKKEI
9197	日建設計／木村雅一＋三上愼司＋伊東宏和	NIKKEN SEKKEI	日建設計／木村雅一＋三上愼司＋伊東宏和	NIKKEN SEKKEI
9198	日建設計／向井一郎＋大場啓史＋須賀博之	NIKKENN SEKKEI	日建設計／向井一郎＋大場啓史＋須賀博之	NIKKENN SEKKEI
9199	アトリエ・ワン|東京工業大学塚本研究室	ATELIER BOW-WOW|TOKYO INSTITUTE OF TECHNOLOGY TSUKAMOTO LABOR	アトリエ・ワン|東京工業大学塚本研究室	ATELIER BOW-WOW|TOKYO INSTITUTE OF TECHNOLOGY TSUKAMOTO LABOR
9201	アトリエ・ワン	ATELIER BOW-WOW|	アトリエ・ワン	ATELIER BOW-WOW|
9202	アトリエ・ワン 塚本由晴 中島諒人	ATELIER BOW-WOW|	アトリエ・ワン 塚本由晴 中島諒人	ATELIER BOW-WOW|
9203	FLOOAT|オカムラ|SUPPOSE DESIGN OFFICE|ゲンスラー・アンド・アソシエイツ ディー・サイン	FLOOAT| OKAMURA |SUPPOSE DESIGN OFFICE |GENSLER DE-SIGN	FLOOAT|オカムラ|SUPPOSE DESIGN OFFICE|ゲンスラー・アンド・アソシエイツ ディー・サイン	FLOOAT| OKAMURA |SUPPOSE DESIGN OFFICE |GENSLER DE-SIGN
9204	KAJIMA DESIGN|	KAJIMA DESIGN|	KAJIMA DESIGN|	KAJIMA DESIGN|
9205	宮本忠長建築設計事務所	TADANAGA MIYAMOTO ARCHITECT & ASSOCIATES|	宮本忠長建築設計事務所	TADANAGA MIYAMOTO ARCHITECT & ASSOCIATES|
9209	千葉学建築計画事務所|アトリエ・ワン	CHIBA MANABU ARCHITECTS|ATELIER BOW-WOW	千葉学建築計画事務所|アトリエ・ワン	CHIBA MANABU ARCHITECTS|ATELIER BOW-WOW
9210	FONS／大谷一翔 堺武治 坂本達哉 佐藤健治 長野聖二 深水智章 藤本美由紀	FONS	FONS／大谷一翔 堺武治 坂本達哉 佐藤健治 長野聖二 深水智章 藤本美由紀	FONS
9211	内田文雄／龍環境計画|西山英夫建築環境研究所	ATELIER RYU|HNAA	内田文雄／龍環境計画|西山英夫建築環境研究所	ATELIER RYU|HNAA
9214	岡野道子建築設計事務所|ビルディングランドスケープ|ライト設計|共同企業体	MICHIKO OKANO ARCHITECTS| BUILDING LANDSCAPE| RAITO ARCHITECTURE|JV	岡野道子建築設計事務所|ビルディングランドスケープ|ライト設計|共同企業体	MICHIKO OKANO ARCHITECTS| BUILDING LANDSCAPE| RAITO ARCHITECTURE|JV
9215	積水ハウス|坂倉建築研究所|長谷工コーポレーション	SEKISUI HOUSE| SAKAKURA ASSOCIATES ARCHITECTS & ENGINEERS| HASEKO CORPORATION	積水ハウス|坂倉建築研究所|長谷工コーポレーション	SEKISUI HOUSE| SAKAKURA ASSOCIATES ARCHITECTS & ENGINEERS| HASEKO CORPORATION
9217	リビタ|成瀬猪熊建築設計事務所|長谷工リフォーム	REBITA|NARUSE+INOKUMA ARCHITECTS|HASEKO REFORM	リビタ|成瀬・猪熊建築設計事務所|長谷工リフォーム	REBITA|NARUSE+INOKUMA ARCHITECTS|HASEKO REFORM
9218	B2Aarchitects	B2AARCHITECTS	B2AARCHITECTS	B2AARCHITECTS
9221	坂牛卓＋O.F.D.A.	TAKU SAKAUSHI＋O.F.D.A.	坂牛卓＋O.F.D.A.	TAKU SAKAUSHI+O.F.D.A.
9225	ihrmk	IHRMK	IHRMK	IHRMK
9226	伊藤博之＋上原絢子／伊藤博之建築設計事務所	HIROYUKI ITO ARCHITECTS	伊藤博之＋上原絢子／伊藤博之建築設計事務所	HIROYUKI ITO ARCHITECTS
9228	萬玉直子＋西田司＋神永侑子＋西田幸平＋オンデザイン	NAOKO MANGYOKU＋OSAMU NISHIDA＋YUKO KAMINAGA＋KOHEI NISHIDA＋ONDESGIN	萬玉直子＋西田司＋神永侑子＋西田幸平＋オンデザイン	NAOKO MANGYOKU+OSAMU NISHIDA+YUKO KAMINAGA+KOHEI NISHIDA+ONDESGIN
